season,episode,character,dialogue
1,Something Ricked This Way Comes,Needful,"Yes, perhaps not during business hours."
1,Something Ricked This Way Comes,Jerry,"I told you, I want to file a declaration that Pluto is a planet! ? Well, then my son's going to fail his science class, and when that happens, I'm suing you first!  I think I know what the A in NASA stands for."
1,Something Ricked This Way Comes,Morty,"Dad, what's your endgame?"
1,Something Ricked This Way Comes,Jerry,"Ain't no game, sucka."
1,Something Ricked This Way Comes,Morty,Why don't we just make the solar system with eight planets? It's even easier!
1,Something Ricked This Way Comes,Jerry,"Sure, sure, and why don't we just burn Galileo at the stake for saying the sun is round? Science isn't always easy, Morty!"
1,Something Ricked This Way Comes,Jerry and Morty,"Whoa, whoa! Whoa!"
1,Something Ricked This Way Comes,Jerry,What the hell?
1,Something Ricked This Way Comes,Flippynips,"I'm King Flippynips, ruler of Pluto!"
1,Something Ricked This Way Comes,Flippynips,We discovered you quite by accident during routine surveillance of your world. You really gave it to those guys at NASA!
1,Something Ricked This Way Comes,Jerry,I was? you know? sometimes science is about conviction.
1,Something Ricked This Way Comes,Flippynips,I'd like to introduce you to a few people that very much agree with you.
1,Something Ricked This Way Comes,Jerry,Oh. I?
1,Something Ricked This Way Comes,Flippynips,"Plutonians! Jerry Smith is a scientist from Earth where he's creating a model of our solar system! Jerry, tell Pluto about your decision!"
1,Something Ricked This Way Comes,Jerry,Pluto? is a planet.
1,Something Ricked This Way Comes,Flippynips,"Pluto's a fucking planet, bitch!"
1,Something Ricked This Way Comes,Morty,"Oh man, this is definitely gonna go to his head."
1,Something Ricked This Way Comes,Needful,"If it's athletic prowess you desire, principal Vagina, I might-"
1,Something Ricked This Way Comes,Vagina,I'll take it!
1,Something Ricked This Way Comes,Needful,But I haven't even-
1,Something Ricked This Way Comes,Vagina,"Thank you very very much, great store, great place, bye."
1,Something Ricked This Way Comes,Needful,"Huh. Okay. I must say, Summer, I thought your grandfather's outburst would have disrupted business, but this is the best weekend I've had since Salem!"
1,Something Ricked This Way Comes,Summer,Nice! Wholesome delight for lunch?
1,Something Ricked This Way Comes,Needful,Is that the vegan place?
1,Something Ricked This Way Comes,Summer,"Yeah, I love their soup."
1,Something Ricked This Way Comes,Needful,I'm kind of souped out.
1,Something Ricked This Way Comes,Needful,"Mrs. Tate, is it? What do you desire?"
1,Something Ricked This Way Comes,Needful,"Whoa, whoa, slow down, honey!"
1,Something Ricked This Way Comes,Tate,"Oh, is there a limit? Everything's free, right?"
1,Something Ricked This Way Comes,Summer,Let's just say? you don't pay with money.
1,Something Ricked This Way Comes,Needful,That was perfect.
1,Something Ricked This Way Comes,Tate,"You pay with the curses, right?"
1,Something Ricked This Way Comes,Needful,"Um, I? well-"
1,Something Ricked This Way Comes,Needful,But Mrs. Tate! Why do you want cursed items?
1,Something Ricked This Way Comes,Tate,"Well, I'm going to get the curses removed. At curse purge plus. You know, the guy on TV?"
1,Something Ricked This Way Comes,Needful,What?
1,Something Ricked This Way Comes,Rick,"Have you acquired creepy, specific old stuff from an antique or thrift store that gives you powers but fucks with you in unforeseeable ways? Bring it to Curse Purge Plus! I use science to uncurse the items for cash, and you get to keep the powers! This guy got mysterious sneakers to make him run faster! But guess what? He would have had to run until he died, making them worthless. I removed the curse, making them worth, like, I dunno, $8,000,000? See ya at the Olympics. This eerily intelligent doll was threatening to murder its family. Now it does their taxes."
1,Something Ricked This Way Comes,Baby,Everything's deductible.
1,Something Ricked This Way Comes,Rick,"Don't pay for cool stuff with your soul. Pay for it with money. You know, like how every other store in the world works? We're located at First and Main in old town. Come on, come on down."
1,Something Ricked This Way Comes,Needful,First? and?
1,Something Ricked This Way Comes,Rick,Wubba? lubba? dub dub!
1,Something Ricked This Way Comes,Rick,Wubba lubba dub dub!
1,Something Ricked This Way Comes,Rick,"That's right across the street from Needful Things, where you can get evil items for free!"
1,Something Ricked This Way Comes,Needful,Diabolical son of a mother-
1,Something Ricked This Way Comes,Hostess,"We're back on Good Morning Pluto, and a very good morning it is for our guest, Earth scientist Jerry Smith, who is making headlines with his bold announcement that is, what Jerry?"
1,Something Ricked This Way Comes,Jerry,Pluto is a planet.
1,Something Ricked This Way Comes,Host,How about that?
1,Something Ricked This Way Comes,Hostess,Wow. I love it!
1,Something Ricked This Way Comes,Scroopy Noopers,Morty Smith. I'm Scroopy Noopers. I'm a scientist. Can I show you something?
1,Something Ricked This Way Comes,Morty,Uh? I'd better not.
1,Something Ricked This Way Comes,Scroopy Noopers,Right now.
1,Something Ricked This Way Comes,Scroopy Noopers,"The centre of Pluto, Mr. Smith, is made up of a substance called plutonium. Mines like these suck Plutonium up to the cities, where corporations use it to power everything, from diamond cars to golden showers. And the more we remove, the more Pluto shrinks."
1,Something Ricked This Way Comes,Scroopy Noopers,"There it goes again. Just shrank a little. But a few years ago, your scientists had noticed Pluto had gotten so small they couldn't even call it a planet any more. Should have been our wake up call. But the rich plutonians won't wake up. And they love your dad telling everyone Pluto's a planet, because that means they can keep mining until Pluto goes from planet to asteroid to meteor, and finally, poof."
1,Something Ricked This Way Comes,Morty,Um? A party?
1,Something Ricked This Way Comes,Scroopy Noopers,Is everyone in your family an idiot?
1,Something Ricked This Way Comes,Morty,For sure me and my dad are.
1,Something Ricked This Way Comes,Scroopy Noopers,"Well, all you have to do is get him to admit that, and you could save four billion lives."
1,Something Ricked This Way Comes,Morty,"Uh, yeah, you know, the thing is? my dad's really insecure."
1,Something Ricked This Way Comes,Summer,"Hm, funny. Mr Needful, out of everything in the store you'll never guess what we couldn't get rid of!"
1,Something Ricked This Way Comes,Summer,Ah! Oh my god!
1,Something Ricked This Way Comes,Summer,Oh my god.  I wish this desk was lighter!
1,Something Ricked This Way Comes,Summer,I wish this knot was looser!
1,Something Ricked This Way Comes,Summer,Come on! I don't? Augh! Wait! What am I doing?  I wish I knew CPR!
1,Something Ricked This Way Comes,Summer,"One, two, three! One, two, three!"
1,Something Ricked This Way Comes,Needful,"Ugh, Jesus. What a waste of a monkey paw."
1,Something Ricked This Way Comes,Summer,Mr. Needful! How could you even think of doing something so horrible?
1,Something Ricked This Way Comes,Needful,"I'm the devil. What should I do when I fail, give myself an ice-cream?"
1,Something Ricked This Way Comes,Summer,You haven't failed.
1,Something Ricked This Way Comes,Needful,"People like Rick are making me obsolete. I mean seriously, I may be the devil but your grandpa is the devil! I just want to go back to hell where everybody thinks I'm smart and funny."
1,Something Ricked This Way Comes,Summer,"No! It's not fair. Everyone in this town got something they wanted from you, even Rick! I was your only friend, and I get nothing?"
1,Something Ricked This Way Comes,Needful,"Okay, I'll give you one thing. Name it."
1,Something Ricked This Way Comes,Summer,I wanna help you.
1,Something Ricked This Way Comes,Needful,Clever twist.
1,Something Ricked This Way Comes,Summer,"I learned from the best, you old fart. Now let's go get you hydrated."
1,Something Ricked This Way Comes,Rick,"Looks like we've got? haunted boxing gloves that will make you the heavyweight champion, in 1936 and then you'll be trapped there winning the same fight for eternity. I can take out the eternity, and the padding, and then you'll have some time travelling mittens."
1,Something Ricked This Way Comes,Rick,"Oh, look, it's Rosemary's baby! How's business?"
1,Something Ricked This Way Comes,Summer,Here's the last of our inventory. We're going to file chapter 11 and do some restructuring.
1,Something Ricked This Way Comes,Rick,"Sounds like code for ?You win, Rick!?"
1,Something Ricked This Way Comes,Summer,"That was important to you, wasn't it?"
1,Something Ricked This Way Comes,Rick,"Nope, it was important to your dumb devil friend. To me this was all just a bit like when Bugs Bunny fucks with the opera singer for twenty minutes."
1,Something Ricked This Way Comes,Summer,He tried to kill himself.
1,Something Ricked This Way Comes,Rick,Seriously? Holy crap. Holy crap.
1,Something Ricked This Way Comes,Summer,"But you know what, grandpa Rick? He's strong. And he's never going to give up."
1,Something Ricked This Way Comes,Rick,"Uh huh, yeah, I don't care."
1,Something Ricked This Way Comes,Summer,"Oh, I know. Everyone knows you don't care."
1,Something Ricked This Way Comes,Rick,So?
1,Something Ricked This Way Comes,Summer,So? have fun not caring.
1,Something Ricked This Way Comes,Rick,I always do.
1,Something Ricked This Way Comes,Summer,Good.
1,Something Ricked This Way Comes,Rick,"Yeah, it is good. It's the best."
1,Something Ricked This Way Comes,Summer,I'm sure it is. Bye.
1,Something Ricked This Way Comes,Rick,Later!
1,Something Ricked This Way Comes,Customer,I'm here to pick up my undead cat and child.
1,Something Ricked This Way Comes,Rick,"Yeah, uh, gimmie a sec."
1,Something Ricked This Way Comes,Employee,These are the forms for the employee health plan.
1,Something Ricked This Way Comes,Rick,"Alright, yeah, uh, put 'em on my? eh."
1,Something Ricked This Way Comes,Rick,I just got bored. Everybody out.
1,Something Ricked This Way Comes,Jerry,"Alright, just one more rally, then I promise, we'll get back to your science project."
1,Something Ricked This Way Comes,Morty,"Dad, Pluto isn't a planet! It's shrinking because of corporations!"
1,Something Ricked This Way Comes,Jerry,"Yeah, that's what that anti-planet nutjob Scroopy Noopers was screaming about outside the Ministry of Moneys fundraiser. Are you telling me four billion plutonians are wrong?"
1,Something Ricked This Way Comes,Morty,You told me science wasn't easy!
1,Something Ricked This Way Comes,Jerry,"I said science isn't always easy, obviously that means sometimes it is easy. Let's not debase ourselves with word games, son."
1,Something Ricked This Way Comes,Morty,"Dad, their whole planet is dying!"
1,Something Ricked This Way Comes,Jerry,Hah! You called it a planet! Checkmate.
1,Something Ricked This Way Comes,Jerry,"What's up, Pluto?"
1,Something Ricked This Way Comes,Plutonian woman,"Mr. Smith, please! Tell my friend here what you just told me, go on."
1,Something Ricked This Way Comes,Jerry,"My Very Eager Mother Just Served Us Nine Pickles, and the pickles is Pluto."
1,Something Ricked This Way Comes,Plutonian man,My god! The man's a genius!
1,Something Ricked This Way Comes,Morty,"Um, excuse me?"
1,Something Ricked This Way Comes,Jerry,"Morty, what?"
1,Something Ricked This Way Comes,Morty,"Dad, what did you think about the recent report published by the Pluto Science Reader, linking plutoquakes, sinkholes and surface shrinkage to deep core plutonium drilling?"
1,Something Ricked This Way Comes,Jerry,"...Well son, what did you think when you were five, and you pooped your pants, and you threw your poopy undies out your bedroom window because you thought it was like throwing something in the garbage?"
1,Something Ricked This Way Comes,Jerry,"I mean, I'm trimming the hedges and these things are just hanging there, was I supposed to think the poop bunny left them?"
1,Something Ricked This Way Comes,Morty,"Good one, dad."
1,Something Ricked This Way Comes,Rick,"Hey Morty, you wanna go on a- oh.  Hey Beth? Hello?  Hey Jerry, you in here being stupid?"
1,Something Ricked This Way Comes,Rick,"Thanks. Hey, y?know, I was thinking I might watch a movie?"
1,Something Ricked This Way Comes,Butter robot,I am not programmed for friendship.
1,Something Ricked This Way Comes,Rick,Suit yourself.
1,Something Ricked This Way Comes,Rick,Hey!  Hey. What's going on?
1,Something Ricked This Way Comes,Morty,"Um? listen, can you help me do this stupid science fair project?"
1,Something Ricked This Way Comes,Rick,Whatever.
1,Something Ricked This Way Comes,Flippynips,"Jerry, you must be so excited! The Plutobell Prize is the highest honour a scientist can receive!"
1,Something Ricked This Way Comes,Jerry,"I'm flattered, and humbled."
1,Something Ricked This Way Comes,Flippynips,"Ooh, I like that. Use that in your speech. Also, talk about Pluto being a planet, people like that."
1,Something Ricked This Way Comes,Policeman,Your highness! We've captured Scroopy Noopers!
1,Something Ricked This Way Comes,Scroopy Noopers,You animals! Animals!
1,Something Ricked This Way Comes,Flippynips,"Ooh, look whose little journey's come to an end! Take him to Plutonimo Bay!"
1,Something Ricked This Way Comes,Scroopy Noopers,"You can't kill the truth, father!"
1,Something Ricked This Way Comes,Jerry,What?
1,Something Ricked This Way Comes,Flippynips,"I can see you're confused. Plutonimo bay is a military prison, a sort of play on words-"
1,Something Ricked This Way Comes,Jerry,"Did he call you father? Scroopy Noopers, the anti-planet nutjob is your son?"
1,Something Ricked This Way Comes,Flippynips,"The young eat the old if you let them, Jerry. Pluto is a cold, cold celestial dwarf."
1,Something Ricked This Way Comes,Jerry,It's a what?
1,Something Ricked This Way Comes,Flippynips,"Huh? Oh- planet! Hah! Hoh, Pluto is a cold cold planet! That's what I meant. Knock 'em dead out there, you."
1,Something Ricked This Way Comes,Jerry,Pluto is?
1,Something Ricked This Way Comes,Jerry,Not a planet.
1,Something Ricked This Way Comes,Crowd,Boo!
1,Something Ricked This Way Comes,Jerry,"Ow! It's not a planet! Hey! It's not a planet! I'm an idiot, and I love my son!"
1,Something Ricked This Way Comes,Needful,"It's been a long six hours, but we've overhauled Needful Things into the globally compliant, web 4.0 e-nomenon, n33dful.com! Spelled with 3s instead of Es."
1,Something Ricked This Way Comes,Crowd,Woot! Yeah! Woot! Excited!
1,Something Ricked This Way Comes,Needful,"Okay, that's it! We just got bought by Google!"
1,Something Ricked This Way Comes,Crowd,Yeah!
1,Something Ricked This Way Comes,Summer,"Mmh! I'm so proud of you, Lucius. So? how much did we make?"
1,Something Ricked This Way Comes,Needful,Haha. ?We.?  This is my business! Security!
1,Something Ricked This Way Comes,Summer,Ah! You're Zuckerberging me?
1,Something Ricked This Way Comes,Needful,"I was Zuckerberging people before Zuckerberg's balls dropped. I'm the devil, beeyotch! What what!"
1,Something Ricked This Way Comes,Jerry,Hey!
1,Something Ricked This Way Comes,Jerry,Hey Morty.
1,Something Ricked This Way Comes,Morty,Oh! Hey dad!  Um? What are you doing back from Pluto so quick?
1,Something Ricked This Way Comes,Jerry,"Ah, some people just can't handle the truth. Especially dummies like me. Morty, I'm not as smart as your grandpa Rick, but I promise never to make that your problem again."
1,Something Ricked This Way Comes,Morty,"Hey, dad? Nobody's smarter than Rick. But nobody else is my dad. You're a genius at that."
1,Something Ricked This Way Comes,Jerry,"Wow? that's humbling? and flattering, son. Thank you. What say we finish ourselves an 8-planet solar system?"
1,Something Ricked This Way Comes,Morty,Um? I'm just going to take this thing in and? get an A.
1,Something Ricked This Way Comes,Butter robot,Butter.
1,Something Ricked This Way Comes,Jerry,But-
1,Something Ricked This Way Comes,Morty,"You're a genius at being my dad, dad. Quit while you're ahead. And also, knock next time, you know? I mean, I'm sitting in here, I'm 14! I got a computer in here, you know!"
1,Something Ricked This Way Comes,Jerry,Oh. I uh- I think I underst-
1,Something Ricked This Way Comes,Morty,"You know you're really playing with fire when you burst in here like that, man."
1,Something Ricked This Way Comes,Jerry,I get it! Say no more.
1,Something Ricked This Way Comes,Morty,"I mean, one of these days, you know, you're gonna, you're gonna end up seeing something-"
1,Something Ricked This Way Comes,Jerry,I got it! Noted! Goodnight!
1,Something Ricked This Way Comes,Rick,How's your pretend grandpa doing AKA the devil?
1,Something Ricked This Way Comes,Summer,He dumped me.
1,Something Ricked This Way Comes,Rick,"Oof, sorry."
1,Something Ricked This Way Comes,Summer,Did we learn a lesson here I'm not seeing?
1,Something Ricked This Way Comes,Rick,"Hm, not sure."
1,Something Ricked This Way Comes,Summer,"Maybe in a much bigger way, Mr. Needful gave us both what we really wanted? Because I was always jealous of you hanging out with Morty and you didn't realise how much you valued my approval?"
1,Something Ricked This Way Comes,Rick,"No, that's dumb."
1,Something Ricked This Way Comes,Summer,"Nah, not satisfying."
1,Something Ricked This Way Comes,Rick,"I'll tell you what though, if it's satisfaction you're after, I think I might have an idea."
1,Something Ricked This Way Comes,Summer,Uh huh? uh huh? uh huh totally let's do it!
1,Something Ricked This Way Comes,Needful,And that's how I took my storefront into the forefront of the upfront! Thank you Seattle!
1,Something Ricked This Way Comes,Needful,Rick? Summer?
1,Something Ricked This Way Comes,Rick,Stupid mother-
1,Something Ricked This Way Comes,Summer,Stupid bitch!
1,Something Ricked This Way Comes,Rick,Stupid motherfucker!
1,Something Ricked This Way Comes,Summer,Get some!
1,Something Ricked This Way Comes,Rick,How do you like that! Augh! How do you like that?
1,Something Ricked This Way Comes,Needful,Ugh? Why?
1,Something Ricked This Way Comes,Summer,Because sometimes what you really need is for someone else to pay a horrible price.
1,Something Ricked This Way Comes,Rick,We did it!
1,Something Ricked This Way Comes,Summer,"Haha, yeah bro. Yeah! Haha!"
1,Something Ricked This Way Comes,Rick,"Was totally worth it! We did it, hahaha! We just pulled it off!"
1,Something Ricked This Way Comes,Summer,Yeah bro!
1,Something Ricked This Way Comes,Rick,Hahaha!
1,Something Ricked This Way Comes,Summer,Yeah.
1,Pilot,Rick,Morty! You gotta come on. Jus'... you gotta come with me.
1,Pilot,Morty,"What, Rick? What¡¯s going on?"
1,Pilot,Rick,"I got a surprise for you, Morty."
1,Pilot,Morty,It's the middle of the night. What are you talking about?
1,Pilot,Rick,"Come on, I got a surprise for you.  Come on, hurry up."
1,Pilot,Morty,Ow! Ow! You're tugging me too hard!
1,Pilot,Rick,"We gotta go, gotta get outta here, come on. Got a surprise for you Morty."
1,Pilot,Rick,"What do you think of this... flying vehicle, Morty? I built it outta stuff I found in the garage."
1,Pilot,Morty,"Yeah, Rick... I-it's great. Is this the surprise?"
1,Pilot,Rick,"Morty. I had to... I had to do it. I had¡ª I had to¡ª I had to make a bomb, Morty. I had to create a bomb."
1,Pilot,Morty,What?! A bomb?!
1,Pilot,Rick,"We're gonna drop it down there just get a whole fresh start, Morty. Create a whole fresh start."
1,Pilot,Morty,T-t-that's absolutely crazy!
1,Pilot,Rick,"Come on, Morty. Just take it easy, Morty. It's gonna be good. Right now, we're gonna go pick up your little friend Jessica."
1,Pilot,Morty,Jessica? From my math class?
1,Pilot,Rick,"When I drop the bomb you know, I want you to have somebody, you know? I want you to have the thing. I'm gonna make it like a new Adam and Eve, and you're gonna be Adam."
1,Pilot,Morty,Ohh...
1,Pilot,Rick,And Jessica's gonna be Eve.
1,Pilot,Morty,Whhhh-wha?
1,Pilot,Rick,"And so that's the surprise, Morty."
1,Pilot,Morty,"No, you can't!  Jessica doesn't even know I exist! But¡ªbut, but forget about that, because you can't blow up humanity!"
1,Pilot,Rick,"I-I get what you're trying to say, Morty. Listen, I'm not...  You don't got... Y-you don¡¯t gotta worry about me trying to fool around with Jessica or mess around with Jessica or anything. I'm not that kind of guy, Morty."
1,Pilot,Morty,"What are you talking about, Rick?"
1,Pilot,Rick,"You-you don't have to worry about me getting with Jessica or anything. Sh-sh-she¡ª she, she, she's all for you, Morty."
1,Pilot,Morty,I don't care about Jessica! Y-Yyyyyyyyyyou¡ª
1,Pilot,Rick,"You know what, Morty? You're right.  Let's forget the girl altogether. She, she's probably nothing but trouble, anyways."
1,Pilot,Morty,"That's it... that's it, Rick. I'm taking the wheel."
1,Pilot,Rick,"Get off of me, Morty!"
1,Pilot,Morty,"I'm taking charge of this situation, buddy!  I'm put¡ªI¡¯m, I'm, I'm, I'm puttin¡¯... I-I¡¯m, I¡¯m, I¡¯m not gonna stand around like some sort of dumb... dumb person and just le-let you ruin the whole world!"
1,Pilot,Rick,"Come on! What¡¯s gotten into you? If you love Earth so much why don¡¯t you marry it?  What are you, crazy? Alright, alright, Morty."
1,Pilot,Rick,Alright. I'll-I'll land. I'll land. I'll land. I'll land the thing. I¡¯ll land the thing. Big tough guy all of a sudden.
1,Pilot,Rick,"We'll park it right here, Morty. Right here on the side of the ree... road here."
1,Pilot,Morty,"Oh, thank god."
1,Pilot,Rick,"You know what? That was all a test, Morty. Just an elaborate test to make you more assertive."
1,Pilot,Morty,It was?
1,Pilot,Rick,"Sure. Why not? I don¡¯t, I don't know. Y-you know what, Mo¡ª"
1,Pilot,Morty,Um...
1,Pilot,Jerry,I see there's a new episode of that singing show tonight. Who do you guys think is gonna be the best singer?
1,Pilot,Summer,"Oh my God, his head is in his food. I'm going to puke."
1,Pilot,Beth,"Morty, are you getting sick?  I told you not to practice-kiss the living room pillow. The dog sleeps on it."
1,Pilot,Morty,"I wasn't kissing a pillow, mom. I just I didn't get a lot of sleep last night. Maybe my dreams were just too loud or something."
1,Pilot,Summer,Or maybe you were out all night again with Grandpa Rick.
1,Pilot,Jerry,What?
1,Pilot,Beth,Dad?
1,Pilot,Rick,"What, so everyone's supposed to sleep every single night now? You realize that nighttime makes up half of all time?"
1,Pilot,Jerry,Damn it!
1,Pilot,Beth,Jerry!
1,Pilot,Jerry,Beth!
1,Pilot,Summer,"Oh my god, my parents are so loud, I want to die."
1,Pilot,Rick,"Mm, there is no God, Summer. You gotta rip that band-aid off now. You'll thank me later."
1,Pilot,Jerry,"Okay, with all due respect, Rick¡ª what am I talking about? What respect is due? How is my son supposed to pass his classes if you keep dragging him off for high-concept Sci-Fi rigamarole?"
1,Pilot,Rick,"Listen, Jerry. I-I-I don't want to overstep my bounds or anything. It's your house. It's your world. You're a real Julius Caesar but I'll tell you something¡ªtell you how I feel about school, Jerry. It's a waste of time.  Buncha people running around, bumping into each other. G-guy up front says, ""two plus two."" The people in the back say, ""four."" Then the¡ªthen the bell rings, and they give you a carton of milk and a piece of paper that says you can go take a dump or something. I mean, it's not a place for smart people, Jerry. And I know that's not a popular opinion, but it's my two cents on the issue.  This was a good breakfast, Beth. You really made the crap out of those eggs. I wish your mother was here to eat them."
1,Pilot,Beth,"Oh, dad¡­"
1,Pilot,Jerry,What? For real?
1,Pilot,Mr. Goldenfold,"Alright, now, everybody get settled. Get away from the windows!"
1,Pilot,Mr. Goldenfold,"Now, look, we're gonna be dealing with some real serious stuff today. You might have heard of it. It's called math? And without it, none of us would even exist, so let's jump right in. Two plus two."
1,Pilot,Morty,Jessica.
1,Pilot,Mr. Goldenfold,Five plus five.
1,Pilot,Morty,Jessica.
1,Pilot,Mr. Goldenfold,"Okay, good. It's time for the quiz."
1,Pilot,Mr. Goldenfold,"Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3"
1,Pilot,Jessica,"Hi, Morty."
1,Pilot,Morty,"Whoa! Hi, Jessica."
1,Pilot,Jessica,Can I show these to you?
1,Pilot,Morty,Wow. Th-they're both great. Thank you!
1,Pilot,Jessica,You know what I named these? My little Morties.
1,Pilot,Morty,"Uh, that's flattering... and a little weird."
1,Pilot,Jessica,Do you know what I want you to do with them?
1,Pilot,Morty,Rename them?
1,Pilot,Jessica,"Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers."
1,Pilot,Morty,"Wow. Well, okay, Jessica. L-let's give this a shot."
1,Pilot,Jessica,"Mm. Oh, Morty. What are you doing to me?"
1,Pilot,Morty,"Uh, I-I'm just doing my best."
1,Pilot,Mr. Goldenfold,Morty! What are you doing to me?!
1,Pilot,Morty,"Ah, Jessica."
1,Pilot,Mr. Goldenfold,Morty!
1,Pilot,Morty,Jessica.
1,Pilot,Mr. Goldenfold,"Five more minutes of this, and I'm gonna get mad."
1,Pilot,Morty,Je-Jessica. Jessica.
1,Pilot,Mr. Goldenfold,Not my fault this is happening.
1,Pilot,Morty,"Uh, morning, Frank."
1,Pilot,Morty,"Oh, geez, Frank. I don't know if a knife is necessary. I mean, you know, y-you kind of had things handled without it."
1,Pilot,Rick,"There you are, Morty. Listen to me. I got an errand to run in a whole different dimension. I need an extra pair of hands."
1,Pilot,Morty,"Oh, geez, Rick. W-w-what'd you do to Frank?"
1,Pilot,Rick,"It's pretty obvious, Morty. I froze him. Now listen I need your help, Morty. I mean, we got we got to get get the hell out of here and go take care of business.  It's important. Come on, Morty."
1,Pilot,Morty,"I don't know, Rick. I can't leave school again."
1,Pilot,Rick,"Do you have any concept of how much higher the stakes get out there, Morty? What do you think I can just do it all by myself? Come on!"
1,Pilot,Morty,"Aw, geez. Okay. I guess I can skip history. What about Frank? I mean, shouldn't you unfreeze him?"
1,Pilot,Rick,"I'll do it later, Morty. He'll be fine. Let's go."
1,Pilot,Summer,"Hi, Frank."
1,Pilot,Summer,AAAAAAAAAAAHHHHH!!!!!!!
1,Pilot,Beth,Scalpel.
1,Pilot,Jerry,"Knock, knock."
1,Pilot,Beth,Jerry?
1,Pilot,Jerry,"My manager gave me an hour for lunch, and I thought, ""hey, why not swing by where your wife works?"""
1,Pilot,Beth,"Jerry, please tell me you're here for an incredibly urgent reason."
1,Pilot,Jerry,"Well, it's lunch. I mean, it's one of three meals that have existed for millennia."
1,Pilot,Beth,"Okay, I only ask, Jerry, because, as you know, my job involves performing heart surgery."
1,Pilot,Jerry,"Well, yeah, on horses."
1,Pilot,Beth,Excuse me?
1,Pilot,Jerry,"Okay, Let's not rehash that fight. I sense that you're busy and will now be on my way."
1,Pilot,Jerry,"Whoa! What is this on the floor? Some kind of literature for a really nice-looking nursing home. Hey, honey, crazy idea bad pitch let's put your dad here. Let's put your dad in a nursing home."
1,Pilot,Beth,"Hey, Tom! We know when we're losing him. WE CAN HEAR THE BEEPS!"
1,Pilot,Rick,"There she is. All right. Come on, Morty. Let's go."
1,Pilot,Morty,"Oh, geez, okay."
1,Pilot,Morty,"Oh, man, Rick. What is this place?"
1,Pilot,Rick,"It's Dimension 35-C, and it's got the perfect climate conditions for a special type of tree, Morty, called a Mega Tree, and there's fruit in those trees, and there's seeds in those fruits. I'm talking about Mega Seeds. They're they're incredibly powerful, and I need them to help me with my research, Morty."
1,Pilot,Morty,"Oh, man, Rick. I'm looking around this place, and I'm starting to work up some anxiety about this whole thing."
1,Pilot,Rick,"All right, all right, calm down. Listen to me, Morty. I know that new situations can be intimidating. You're looking around, and it's all scary and different, but, you know, m-meeting them head on, charging right into them like a bull that's how we grow as people. I'm no stranger to scary situations. I deal with them all the time. Now, if you just stick with me, Morty, we're gonna be¡ª"
1,Pilot,Rick,"HOLY CRAP, MORTY RUN!!!"
1,Pilot,Rick,"I never seen that thing before in my life. I don't even know what the hell it is! We got to get out of here, Morty! It's gonna kill us! We're gonna die! We're gonna die, Morty!"
1,Pilot,Rick,"Oh, Morty, take a deep breath. Breathe that breathe that fresh air in, Morty. Y-you smell that? That's the smell of adventure, Morty. That's that's the smell of-of-of-of a whole different evolutionary timeline."
1,Pilot,Morty,"All right, Rick, look how much longer is this gonna be? Shouldn't I be back at school by now?"
1,Pilot,Rick,"Are you joking me? I mean, look at all the crazy crap surrounding us. Look at that thing right there.  What the hell is that thing? You think you're gonna see that kind of thing at school?  Look at it just lumbering around.  It defies all logic, that thing."
1,Pilot,Morty,"Yeah, Rick, I get it. We're surrounded by monsters. That's kind of the reason why I want to leave."
1,Pilot,Rick,"Ta-ta-ta-ta-ta-ta. Morty, you see this?"
1,Pilot,Rick,"You see what we just stumbled upon, Morty? Any idea what that is down there?"
1,Pilot,Morty,The mega trees?
1,Pilot,Rick,"That's right, Morty the mega trees with the mega fruit on them and that's what I'm talking about, Morty. That's where my seeds are. If we would have done what you wanted, I would have never have found them, because you're so in love with school."
1,Pilot,Morty,"All right, all right. So, what's so special about these seeds, anyways?"
1,Pilot,Rick,"You ask a lot of questions, Morty. Not very charismatic. It makes you kind of an  under-  underfoot figure."
1,Pilot,Rick,"Just take these shoes, Morty. They're  special grappling shoes. When you're wearing these things, these babies, you can basically just walk on any surface you want, Morty up, down, below, turn around to the left. These things really bring it all together."
1,Pilot,Morty,AAAAAAAHHHH!!!!!!
1,Pilot,Rick,"You have to turn them on, Morty! The shoes have to be turned on!"
1,Pilot,Beth,"I am not putting my father in a home! He just came back into my life, and you want to grab him and stuff him under a mattress like last month's Victoria's Secret?"
1,Pilot,Jerry,"I told you I was ordering you something for Valentine's Day. More importantly, your father is a horrible influence on our son."
1,Pilot,Beth,"It's fine, Davin."
1,Pilot,Jerry,"Since we're fighting, if you ever have an affair with that guy, I will come to the hotel room and blow my brains out all over your naked bodies."
1,Pilot,Beth,"Look, I appreciate the stress you're under, but Morty was having trouble in school way before my dad moved in, and the only influence I can see Rick having is that, for the first time in his life, Morty has a friend."
1,Pilot,Jerry,"Well, maybe you're right."
1,Pilot,Beth,"Uh, yeah, maybe I am. I'm my father's daughter. I'm smart. Why do you think I'm a heart surgeon?"
1,Pilot,Jerry,"Ahem, Horse heart surgeon."
