season,episode,character,dialogue
4,Star Mort Rickturn of the Jerri,Summer,"Yeah, Grandpa Rick, don't drag us into your bullshit just because you're losing control. k"
4,Star Mort Rickturn of the Jerri,Beth,I know what I want to do. I want you to decide.
4,Star Mort Rickturn of the Jerri,Rick,What?
4,Star Mort Rickturn of the Jerri,Beth,"For once in my life, I want you to decide, Dad. Do you want me to stay here and be part of your life, or do you want me to leave?"
4,The Vat of Acid Episode,Rick,"Oh shit, I almost parked but Morty hold on wat-watch this."
4,The Vat of Acid Episode,Morty,Uh-huh.
4,The Vat of Acid Episode,Rick,"Well I thought it was cool. So should be in and out, simple exchange, not even an adventure. And if anything goes wrong which it won't, jump into the same vat of acid I jump into."
4,The Vat of Acid Episode,Morty,Okay. W-wait what? Wha-what vat of acid?
4,The Vat of Acid Episode,Rick,"What, Morty! Close the door."
4,The Vat of Acid Episode,Rick,"I pre-scouted this location and placed a vat of fake acid amongst the real ones. It's got air horses and a compartment of bones at the bottom. If things go wrong, which they won't, we jump onto the vat of acid and I'll release the bones, they'll float up-"
4,The Vat of Acid Episode,Rick,What is this face you're making?
4,The Vat of Acid Episode,Morty,Aren't you an inventor?
4,The Vat of Acid Episode,Rick,"Yeah, what part of a fake acid vat with built-in air supply and quick release bones isn't inventive enough for you and when did my job become pitching you ideas?"
4,The Vat of Acid Episode,Morty,Alright! Let's just do this. I have English homework.
4,The Vat of Acid Episode,Rick,You're still learning English? That's the language you speak. How dumb are you?
4,The Vat of Acid Episode,Lead Gangster,"Intresting choice of meeting place, Rick."
4,The Vat of Acid Episode,Rick,You like it? My grandson had notes.
4,The Vat of Acid Episode,Morty,Come on.
4,The Vat of Acid Episode,Rick,"Show him the crystals, Morty."
4,The Vat of Acid Episode,Lead Gangster,I'll make lots of money with these.
4,The Vat of Acid Episode,Rick,I'll make lots of those with these.
4,The Vat of Acid Episode,Lead Gangster,"Well, those are fake."
4,The Vat of Acid Episode,Rick,"Oh, Jesus fucking Christ. Come on."
4,The Vat of Acid Episode,Morty,You gotta be kidding me. Seriously?
4,The Vat of Acid Episode,Rick,You brought fake crystals and a gun?
4,The Vat of Acid Episode,Lead Gangster,Beats real crystals and no gun.
4,The Vat of Acid Episode,Rick,"Okay, but does anything beat fake crystals and a fake arm?"
4,The Vat of Acid Episode,Lead Gangster,"Whoa, do you know who I am?! Even if you kill me, you're a dead man."
4,The Vat of Acid Episode,Rick,"Are you serious? Morty, he's right we're screwed. Let's just end it, quik death come on."
4,The Vat of Acid Episode,Morty,"Aw, man. Oh!"
4,The Vat of Acid Episode,Morty,Ohhhhh!
4,The Vat of Acid Episode,The Dealer Group,"Woah, Hey, Oh My God!"
4,The Vat of Acid Episode,Lead Gangster,Holy Shit! What the Fuck?
4,The Vat of Acid Episode,Moustached Goon,Holy Shit.
4,The Vat of Acid Episode,Lead Gangster,What kind of psycho? His own grandson?
4,The Vat of Acid Episode,Moustached Goon,Guess he took your threat pretty serious.
4,The Vat of Acid Episode,Lead Gangster,"Yeah, but it just doesn't make any sense."
4,The Vat of Acid Episode,Black Coat Goon,"Well, he was a scientist. Maybe he knew more about acid, maybe it's like the most painless way to go."
4,The Vat of Acid Episode,Lead Gangster,"How could that have been painless? You saw that pause before the bones floated up. That has to be like five seconds of unparalleled torture. I can't get my head around it. I, I thought I'd seen this galaxy at it's darkest. This is going to take a while to feel normal."
4,The Vat of Acid Episode,Mustached Goon,"We're pretty good listeners boss, drinks are on us if you want to talk it out."
4,The Vat of Acid Episode,Lead Gangster,"Thanks, but what happened, it happened here. I don't wanna lose the moment."
4,The Vat of Acid Episode,Black Coat Goon,"Take your time, boss. We'll stay as long as you want."
4,The Vat of Acid Episode,Mustached Goon,"Absolutely, I got nowhere to be."
4,The Vat of Acid Episode,Lead Gangster,"And then, little Tommy Flim-flam's running down the Hyperloop. His ass is on fire from Xenon fluid, but his AI hologram is fucking his own Pee hole."
4,The Vat of Acid Episode,Black Coat Goon,Great story boss.
4,The Vat of Acid Episode,Mustached Goon,Really detailed
4,The Vat of Acid Episode,Lead Gangster,"Yeah, well I got a million of 'em. All right, I think I'm ready to deal with the world now. Let's geet out of here."
4,The Vat of Acid Episode,Mustached Goon,Should we drop our buddy in here before we go?
4,The Vat of Acid Episode,Lead Gangster,"Yeah, probably a good idea."
4,The Vat of Acid Episode,Mustached Goon,Should we use a different vat? Does acid lose its acid power the more it dissolves?
4,The Vat of Acid Episode,Black Coat Goon,"What am I, an Acidologist? Here grab that rat-like creature. We'll do a little test."
4,The Vat of Acid Episode,Lead Gangster,"Look, if you the damn acid, don't use a rat. Take that ladle, grab a spoonful and put it in the analyzer."
4,The Vat of Acid Episode,Lead Gangster,"I'd say that's pretty acidy, drop him in."
4,The Vat of Acid Episode,Lead Gangster,What are you doing?
4,The Vat of Acid Episode,Mustached Goon,You said-
4,The Vat of Acid Episode,Lead Gangster,"Not the rat, the guy."
4,The Vat of Acid Episode,Mustached Goon,Ohhh!
4,The Vat of Acid Episode,Lead Gangster,Look at the size of the bones on that rat.
4,The Vat of Acid Episode,Mustached Goon,"Oh, how many sets of bones this rat got?"
4,The Vat of Acid Episode,Black Coat Goon,"Look how the smaller ones are shaped, their like little cartoon bones. Like if you dreaw a bone in art class."
4,The Vat of Acid Episode,Lead Gangster,"Alright that tears it, I'm cancelling of the rest of my night and calling a bone scientist. We're getting to the bottom of this-"
4,The Vat of Acid Episode,Morty,Jesus Fucking Chist enough already!
4,The Vat of Acid Episode,Rick,The fuck is wrong with you?!
4,The Vat of Acid Episode,Morty,Just admit is was a shitty idea!
4,The Vat of Acid Episode,Rick,Having a grandson?!
4,The Vat of Acid Episode,Morty,"A vat of fake acid, are you dying of dementia?!"
4,The Vat of Acid Episode,Rick,How are you talking to me like this? Wh-whe-When did you get so cocky?
4,The Vat of Acid Episode,Morty,Tonight! Tonight Rick. The night I saw you fail.
4,The Vat of Acid Episode,Rick,Because you ruined it!
4,The Vat of Acid Episode,Morty,It was pre-ruined!
4,The Vat of Acid Episode,Rick,"Oh was it worse than when I was a pickle? Oh-oh-oh, that's right, you weren't there for that, turns out kind of cool. Maybe there's a connection there"
4,The Vat of Acid Episode,Morty,Excuse me?
4,The Vat of Acid Episode,Rick,What's that cool thing you did without me again? The awesome thing? I-I-I guess you wanted a dragon ?*Does a chef's kiss Unforgettable.
4,The Vat of Acid Episode,Morty,God fuck you
4,The Vat of Acid Episode,Rick,"Timely too, you really got in that ""Game of Thrones"" fever right at the peak"
4,The Vat of Acid Episode,Morty,You trying as hard as you can to hurt me right now proves my point.
4,The Vat of Acid Episode,Rick,I'll let you know when you have a point and the world will know whe I try to hurt you.
4,The Vat of Acid Episode,Morty,"Big man, big genius, big lonely drunk."
4,The Vat of Acid Episode,Rick,"Hey save some of these atomic-age beatnik zingers for your English homework, Bukowski."
4,The Vat of Acid Episode,RIck,"There's no such thing as a bad idea, Morty. It's about execution."
4,The Vat of Acid Episode,Morty,"No such thing as a bad idea except all of mine, right?"
4,The Vat of Acid Episode,Rick,"Morty, wanting a dragon isn't an idea."
4,The Vat of Acid Episode,Morty,"I'm not talking about that! I'm constantly pitching you ideas, Rick, and you act like they're not even worth thinking about."
4,The Vat of Acid Episode,Rick,"What, the helicopter lawn chair? That's just something you saw on TV."
4,The Vat of Acid Episode,Morty,What about my video-game-style place-saving device?
4,The Vat of Acid Episode,Rick,"Oh my God, here we go."
4,The Vat of Acid Episode,Morty,"It's a good idea, Rick! A device that lets you-"
4,The Vat of Acid Episode,Rick,"Save your place like in a video game but in real life so that you can try stuff and then go back to your save point, yes Morty, I saw it on ""Futurama."""
4,The Vat of Acid Episode,Morty,"Oh, so you don't do anything unless it's original?"
4,The Vat of Acid Episode,Rick,I don't do time travel.
4,The Vat of Acid Episode,Morty,"It's not time travel, it's saving a place in time-"
4,The Vat of Acid Episode,Rick,"Oh my God, is this what you think I do? This is where the heavylifting happens in your mind? Do you have any idea how much fucking work would have to go into a machine that-"
4,The Vat of Acid Episode,Morty,Ah-ha! You can't do it.
4,The Vat of Acid Episode,Rick,"I can do anything, Morty. Your idea is not worth doing."
4,The Vat of Acid Episode,Morty,You can't do it.
4,The Vat of Acid Episode,Rick,"Before what you're trying to do was called ""negging,"" it was called ""reverse psychology"" and incels didn't incent it, Bugs Bunny did."
4,The Vat of Acid Episode,Morty,You can't do it.
4,The Vat of Acid Episode,Rick,There is nothing I cannot do.
4,The Vat of Acid Episode,Morty,A place-saving video-game thing!
4,The Vat of Acid Episode,Rick,You're a piece of shit!
4,The Vat of Acid Episode,Morty,Just say you can't do it!
4,The Vat of Acid Episode,Rick,I won't
4,The Vat of Acid Episode,Morty,You won't say you can't?
4,The Vat of Acid Episode,Rick,"Fuck you, Morty!"
4,The Vat of Acid Episode,Morty,Fuck you!
4,The Vat of Acid Episode,Rick,Fuck you!
4,The Vat of Acid Episode,Morty,So are you gonna-
4,The Vat of Acid Episode,Rick,"Yes, I'm gonna fucking do it!"
4,The Vat of Acid Episode,Morty,"Rick, it's 3 am..."
4,The Vat of Acid Episode,Rick,"You were right Morty sighs I failed, I can't make it. And honestly I'm pretty ashamed, that might be what I've been so aggressive and unfair about rejecting your ideas."
4,The Vat of Acid Episode,Morty,Rick..
4,The Vat of Acid Episode,Rick,"A vat of fake acid, Morty? Maybe I've lost it"
4,The Vat of Acid Episode,Morty,H-Hey cmon you know I didn't mean it that way. I just think we need to find better ways to communicate
4,The Vat of Acid Episode,Rick,"I'm sorry I just... lash out sometimes. I-I-I don't know what I do that, I am so ashamed of myself. Hearing you talk about the vat, it really opened my eyes. Like what the fuck am I even doing"
4,The Vat of Acid Episode,Morty,"Hey-Hey I don't like hearing this talk, you're a great inventor, we just got a couple of things to work on, let's start with inventing a little honesty, sound good?"
4,The Vat of Acid Episode,Rick,"Thank you Morty, sounds good. Or maybe I'll just kill you"
4,The Vat of Acid Episode,Morty,What? Whoa Whao Whao Whao Rick
4,The Vat of Acid Episode,Rick,Because I fucking did it!
4,The Vat of Acid Episode,Morty,You did it!
4,The Vat of Acid Episode,Rick,I did it you son of a bitch!
4,The Vat of Acid Episode,Morty,How did you?
4,The Vat of Acid Episode,Rick,"Morty do you want me to explain, or do you wanna go have fun"
4,The Vat of Acid Episode,Morty,I wanna go have some fun! Rick this is this is thank you
4,The Vat of Acid Episode,Rick,"You can thank me later, go nuts."
4,The Vat of Acid Episode,Morty,Best grandpa ever!
4,The Vat of Acid Episode,Rick,that's all I ever wanted to hear
6,Full Meta Jackrick,Space Beth,"Jerry, I had sex with your wife."
6,Full Meta Jackrick,Rick,I did it. I fixed portal travel.
6,Full Meta Jackrick,Jack,Jack the Ripper at your service.
6,Full Meta Jackrick,Morty,Cool
6,Full Meta Jackrick,Rick,This happened too?
6,Full Meta Jackrick,Summer,I'm pregnant.
6,Full Meta Jackrick,Jerry,"Honey, she's just like you."
6,Full Meta Jackrick,Morty,It's raining meatballs.
6,Full Meta Jackrick,Rick,"Okay, something is-"
6,Full Meta Jackrick,Priest,Jerry Smith died doing something he loved. Getting stung by bees.
6,Full Meta Jackrick,Rick,Off what?
6,Full Meta Jackrick,Morty,Have some respect. It's dad's funeral.
6,Full Meta Jackrick,Summer,I'm gonna name you Jerry Jr.
6,Full Meta Jackrick,Tony,Thanks for solving that murder guys! Here's a skateboard.
6,Full Meta Jackrick,Morty,Aw thanks Tony Hawk.
6,Full Meta Jackrick,Rick,"Morty, say you'll marry me."
6,Full Meta Jackrick,Morty,What?
6,Full Meta Jackrick,Rick,Just say yes.
6,Full Meta Jackrick,Morty,Yes.
6,Full Meta Jackrick,Rick,Okay?
6,Full Meta Jackrick,Morty,"Rick, do you promise-"
6,Full Meta Jackrick,Rick,"I do, and for our honeymoon, let's go to a, sealed chamber lined with ionized deuterium."
6,Full Meta Jackrick,Morty,Why?
6,Full Meta Jackrick,Rick,"Cause the charge acts as a narrative decelerate. Morty, none of this is real. We're in a ""previously on"" spiral. Clear your head."
6,Full Meta Jackrick,Morty,After all that's happened?
6,Full Meta Jackrick,Rick,No.
6,Full Meta Jackrick,Beth,I'm innocent! I didn't release the bees! I love Jerry!
6,Full Meta Jackrick,Rick,What did I just say?
6,Full Meta Jackrick,Morty,When?
6,Full Meta Jackrick,Rick,"Okay, great execution. Let's go back to the chamber."
6,Full Meta Jackrick,Rick,Now repeat after me Morty. Next time on Rick and Morty.
6,Full Meta Jackrick,Morty,Next time on Rick and Morty.
6,Full Meta Jackrick,Previous Leon,"No, previously on Rick and Morty."
6,Full Meta Jackrick,Rick,Ignore it Morty. Next time on Rick and Morty. It counteracts his toxins.
6,Full Meta Jackrick,Morty,Next time on Rick and Morty. Who's toxins?
6,Full Meta Jackrick,Previous Leon,Hey stop it!
6,Full Meta Jackrick,Rick,Previous Leon! Grab him!
6,Full Meta Jackrick,Rick,Hang on tight Morty! We gotta get through the opening titles!
6,Full Meta Jackrick,Morty,Opening titles of what?
6,Full Meta Jackrick,Rick,And we're back
6,Full Meta Jackrick,Morty,What just happened? Why was there music?
6,Full Meta Jackrick,Rick,Cause of this conceptual little piece of shit. Grab his feet.
6,Full Meta Jackrick,Morty,"If we have opening titles, does that mean we're in a-"
6,Full Meta Jackrick,Rick,Let your body purge the meta-venom Morty. Don't succumb to his pointless self-aware bullshit.
6,Full Meta Jackrick,Previous Leon,"It's not pointless, it's cool."
6,Full Meta Jackrick,Morty,He's got a gun!
6,Full Meta Jackrick,Previous Leon,Eat lead pussy!
6,Full Meta Jackrick,Rick,"No, no, no. Fuck!"
6,Full Meta Jackrick,Rick,Son of a-
6,Full Meta Jackrick,Morty,He can use a portal?
6,Full Meta Jackrick,Rick,"He wishes. He wriggled back into the meta-layer through the hole in the fourth wall.  Put these on, and help me find it."
6,Full Meta Jackrick,Morty,I don't like this Rick.
6,Full Meta Jackrick,Rick,"Yeah, you shouldn't. It's not a likable premise. It's funny when I do a little nod to the viewers but-"
6,Full Meta Jackrick,Morty,What viewers?
6,Full Meta Jackrick,Rick,"That's the right attitude Morty. A few carefree verbal asides, always by me. None of this season 3 moonlighting shit. Okay, here it is."
6,Full Meta Jackrick,Morty,Your going to patch it?
6,Full Meta Jackrick,Rick,"No, he subverted actual reality Morty.  He needs to be put down like a rabid dog."
6,Full Meta Jackrick,Morty,Ow fuck!
6,Full Meta Jackrick,Rick,Oh yeah. You don't wanna wear those over here.
6,Full Meta Jackrick,Morty,Maybe he went down that road
6,Full Meta Jackrick,Rick,"No, no, no. If he took that, he'd end up a hero."
6,Full Meta Jackrick,Morty,Dammit Rick. I don't like this. Is this whole place just-
6,Full Meta Jackrick,Rick,A bunch of groan-inducing wordplay for seven TV critics that won't even enjoy it? This is worse than you think Morty. We're basting in meta radiation right now. Our credibility is being permanently eroded. Every second we're in here is equivalent to 10 Space Jam cameos.
6,Full Meta Jackrick,Previous Leon,You should've thought of that previously.
6,Full Meta Jackrick,Rick,Get him!
6,Full Meta Jackrick,Previous Leon,Oh no!  Bless me heavenly father. For you will save me
6,Full Meta Jackrick,Morty,Now I feel bad. Let's just get out of here.
6,Full Meta Jackrick,Rick,Because he prays? You know Hitler was Catholic right?
6,Full Meta Jackrick,Jesus,I'm here Leon.
6,Full Meta Jackrick,Rick,Okay he apparently prays very well.
6,Full Meta Jackrick,Jesus,Time for you two to meet the Lord.
6,Full Meta Jackrick,Rick,"It's okay, we're good. Treat it like a bear attack Morty. Walk backwards and make yourself look big."
6,Full Meta Jackrick,Story Lord,I love a good refusal to call. Hello Rick.
6,Full Meta Jackrick,Rick,"Hello, Amish Juggler?"
6,Full Meta Jackrick,Jesus,His name is Story Lord.
6,Full Meta Jackrick,Rick,"Story Lord? Listen, trust me. Take Amish Juggler, you can have it."
6,Full Meta Jackrick,Morty,"Story Lord! Rick, he's the villain from the toy train I bought you."
6,Full Meta Jackrick,Story Lord,"Very good Morty. The fictional versions of you trapped me in a Bible show for children, but I used make-believe Christ to transcend fiction and enter meta-reality. Now, I'm the one doing the trapping. Leon was the bait."
6,Full Meta Jackrick,Previous Leon,Bait?
6,Full Meta Jackrick,Story Lord,Jesus?
6,Full Meta Jackrick,Morty,You're using Jesus to beat us up? Have you seen South Park?
6,Full Meta Jackrick,Rick,"Good call-out Morty. That's the kind of meta I like. The kind that keeps us creatively accountable.  Oh, not the Bane, not the Bane.  He Baned me Morty. Jesus Baned me."
6,Full Meta Jackrick,Morty,You can't beat me up. I'm- I'm- I'm- I'm technically a Christian child.
6,Full Meta Jackrick,Jesus,And I'm your worst nightmare. I'm the Jesus from every Jesus joke. The one without a god.
6,Full Meta Jackrick,Rick,"Morty, take this and go."
6,Full Meta Jackrick,Story Lord,Thank you! Looks like Story Lord's story is about to become based on real events.
6,Full Meta Jackrick,Rick,What do you want from that?
6,Full Meta Jackrick,Story Lord,I want what any character wants. Motivation.
6,Full Meta Jackrick,Rick,What?  That's dumb.
6,Full Meta Jackrick,Morty,That's lazy.
6,Full Meta Jackrick,Jesus,Wait what? He just left.
6,Full Meta Jackrick,Rick,Kinda wanna make you our unlikely ally huh?
6,Full Meta Jackrick,Previous Leon,Previously on Jesus Christ.
6,Full Meta Jackrick,Jesus,"Hey, I'm Jesus."
6,Full Meta Jackrick,Mary,I'm Mary
6,Full Meta Jackrick,Jesus,That's my mom's name
6,Full Meta Jackrick,Mary,Stop!
6,Full Meta Jackrick,Disciple,She's a hooker.
6,Full Meta Jackrick,Jesus,She's a better disciple than you!
6,Full Meta Jackrick,Jesus,Oh no! I can't die.
6,Full Meta Jackrick,Soldier,I have a proposition for you.
6,Full Meta Jackrick,Jesus,I work alone.
6,Full Meta Jackrick,Dracula,"If I suck your blood, I'll be invincible I think."
6,Full Meta Jackrick,Jesus,You'll never know
6,Full Meta Jackrick,News reporter,Billionaire immortal entrepreneur Jesus Christ has placed all his money into what he's calling a second chance at love.
6,Full Meta Jackrick,Jesus,Hang on Mary!
6,Full Meta Jackrick,Mary,The data! So beautiful
6,Full Meta Jackrick,Jesus,"Make me normal, witch."
6,Full Meta Jackrick,Jesus,"Take this, haaah!"
6,Full Meta Jackrick,Nurse,Eat your pudding Mr. Christ. What are you smiling at?
6,Full Meta Jackrick,Jesus,your name.
6,Full Meta Jackrick,Morty,What's happening Rick?
6,Full Meta Jackrick,Rick,Leon's venom makes you think more and more of your life is behind you as he feeds on your released potential.
6,Full Meta Jackrick,Morty,"Leon, you saved our lives."
6,Full Meta Jackrick,Rick,"Oh, not yet he hasn't."
6,Full Meta Jackrick,Morty,"Jeez Rick, so mean?"
6,Full Meta Jackrick,Rick,He's meta Morty. His life doesn't matter. Yours does. That's why we need to get back.
6,Full Meta Jackrick,Story Lord,Well this doesn't look like the citadel.  Maybe it's cooler on the inside.
6,Full Meta Jackrick,Writer,This isn't what it looks like. This is a very special diet for very successful writers. Why do you look like my character?
6,Full Meta Jackrick,Story Lord,"I am your character, and you are going to improve me."
6,Full Meta Jackrick,Writer,But you're Story Lord. You're great.
6,Full Meta Jackrick,Story Lord,Great isn't good enough. I killed Rick and made myself real. I'm better than some shitty toy train. Is this your office or your apartment? Why does it smell like you sleep here? You are my creator. Why are you pathetic?
6,Full Meta Jackrick,Writer,Because you failed.
6,Full Meta Jackrick,Story Lord,And who's fault is that? What the hell happened?
6,Full Meta Jackrick,Writer,"You wanna know happened? Like specifically? Well the Ricks wanted to do a Canterbury-tales type of thing, but none of them fucking read Canterbury-tales, so then they told me to make it like a poker game episode of the Batman cartoon, where the bad guys tell stories about Batman. Then they tell me it needed something. Yeah, no shit it needed something. I needed to ever be pitched. I did my job. Goomby, the Ice Queen, the Tickets Please Guy. They just bailed on it. The website didn't even fucking work. There was a shitty URL to begin with. Story-dash-train? Who uses a dash? They set me up to fail. They fucked me. They fucked me, and you're lucky I didn't blow their brains out."
6,Full Meta Jackrick,Story Lord,"Right, just give me motivation you hacky fart."
6,Full Meta Jackrick,Writer,"Okay, here's your motivation. Looking for motivation. You want all the motivation."
6,Full Meta Jackrick,Story Lord,That's lazy.
6,Full Meta Jackrick,Writer,It got you this far. Must be nice by the way. Wish I could afford to dress like a bisexual acting coach from the 70s.
6,Full Meta Jackrick,Story Lord,My motivation is motivation.
6,Full Meta Jackrick,Writer,"Okay, bye."
6,Full Meta Jackrick,Story Lord,"Oh no, my bitter friend.  You're coming with me."
6,Full Meta Jackrick,Rick,"Yo, if you don't see me coming, it's a bad fortress!"
6,Full Meta Jackrick,Morty,Where are we?
6,Full Meta Jackrick,Rick,Headquarters of the Self-Referential Six. They're meta nerds that found out they could be less bearable as a team.
6,Full Meta Jackrick,Morty,They can help us?
6,Full Meta Jackrick,Rick,"No, but there's a prisoner in here who can. Shh! Don't tell them that!"
6,Full Meta Jackrick,Miss Lead,Rick Sanchez! I've been waiting for this moment for years.
6,Full Meta Jackrick,Rick,"Oh good. Morty, this is Miss-  Lead."
6,Full Meta Jackrick,Miss Lead,I should kill you where you stand.
6,Full Meta Jackrick,Rick,I brought you Previous Leon. You'll want to lock him up in your detention center.
6,Full Meta Jackrick,Previous Leon,It's a trick. He wants you prisoner.
6,Full Meta Jackrick,Rick,You dick.
6,Full Meta Jackrick,Miss Lead,Liar!
6,Full Meta Jackrick,Rick,Talk about a mislead. Anti-meta field.
6,Full Meta Jackrick,Flash Back,Fancy device. I think I can recall the time you built it.
6,Full Meta Jackrick,Rick,Don't try it Flash Back!
6,Full Meta Jackrick,Morty,You know I'm excited about the upcoming election.
6,Full Meta Jackrick,Rick,This force field will be impenetrable by meta-energy. It runs on hydrogen isotopes.
6,Full Meta Jackrick,Flash Back,Hmm.  Hydrogen isotopes!
6,Full Meta Jackrick,Connie Tinuity Error,A few barrels of petroleum should dampen it.
6,Full Meta Jackrick,Rick,Run Morty!
6,Full Meta Jackrick,Connie Tinuity Error,Were those not there before? Guess there has been a Connie Tinuity Error.
6,Full Meta Jackrick,Morty,These people are the worst!
6,Full Meta Jackrick,Rick,I told you. Way overpowered.
6,Full Meta Jackrick,Morty,Look out Rick!
6,Full Meta Jackrick,Rick,Forget him. He's a nameless guard.
6,Full Meta Jackrick,Rick,That's Protago Nick! His beam has the power to make any character the protagonist.  Duck!
6,Full Meta Jackrick,Marvin,Oh man! Oh man! Oh man! Ah! What are you doing Marvin? Not dying. That's what I'm doing.
6,Full Meta Jackrick,Katie,"Oh, what's going on? What happened?"
6,Full Meta Jackrick,Marvin,I did it again Katie. I ran out on another job.
6,Full Meta Jackrick,Katie,"Well if you didn't do that, you wouldn't be my man."
6,Full Meta Jackrick,Rick,I was almost tempted to let it go. That's how much I hate it here.
6,Full Meta Jackrick,Rick,Smash cut!
6,Full Meta Jackrick,Mr. Twist,Remember me Rick?
6,Full Meta Jackrick,Morty,Who's this guy now?
6,Full Meta Jackrick,Mr. Twist,I am Mr. Twist.  The fifth member of the Self-Referential Six.
6,Full Meta Jackrick,Morty,Who's the sixth?
6,Full Meta Jackrick,Mr. Twist,That's the twist Morty. It's you.
6,Full Meta Jackrick,Morty,What?
6,Full Meta Jackrick,Rick,"Ignore him Morty. The twist is that there's no sixth member, and he tells that to everybody."
6,Full Meta Jackrick,Mr. Twist,"In any case, you're ours now. You can't free yourself without a twist, and I control them."
6,Full Meta Jackrick,Morty,"You don't control every Twist, Mr. Twist. I got a twist for you."
6,Full Meta Jackrick,Mr. Twist,Impossible. What is it?
6,Full Meta Jackrick,Mr. Twist,Nice try. Like I didn't see that coming.
6,Full Meta Jackrick,Mr. Twist,Fuck me!
6,Full Meta Jackrick,Rick,Great work Morty!
6,Full Meta Jackrick,Morty,I'm adapting!
6,Full Meta Jackrick,Rick,"Here's are ticket out of here. We got him in a cell made out of spores, because it's the opposite of story."
6,Full Meta Jackrick,Morty,Do I wanna ask who he is?
6,Full Meta Jackrick,Rick,His name is Brett Caan. He has power is to make things always have been other things.
6,Full Meta Jackrick,Morty,I think that's called retconning. His name is Brett Caan? Rhett can also be a name. His name can be Rhett Caan?
6,Full Meta Jackrick,Brett Caan,"Oh it is, and it always have been, now."
6,Full Meta Jackrick,Morty,Woah!
6,Full Meta Jackrick,Rick,Careful Morty. Stay clear of his retcon range. Until he agrees to help us.
6,Full Meta Jackrick,Brett Caan,Help you. You've always trusted me.
6,Full Meta Jackrick,Rick,"Nice try. Here's how it's gonna work. You're gonna make it so that Morty and I never came here. Once that's always been the case, I'll free you remotely with this."
6,Full Meta Jackrick,Machine,What is my purpose?
6,Full Meta Jackrick,Rick,To wait until I tell you to pull the lever.
6,Full Meta Jackrick,Machine,You are fucking kidding me.
6,Full Meta Jackrick,Brett Caan,"If you don't free me right now Rick, I can make very very bad things always have been the case."
6,Full Meta Jackrick,Rick,Is that a threat you fuck. Y-y-you can rot in there.
6,Full Meta Jackrick,Morty,Rick?
6,Full Meta Jackrick,Rick,You know what Brett. Forget what I said. We have always been friends.
6,Full Meta Jackrick,Brett Caan,Good one.
6,Full Meta Jackrick,Connie Tinuity Error,Woah! Easy Brett. Don't forget that coffee mug I gave you.
6,Full Meta Jackrick,Brett Caan,You were always been able to be killed by coffee.
6,Full Meta Jackrick,Rick,New plan Morty. Run. Again.
6,Full Meta Jackrick,Mr. Twist,The twist being-
6,Full Meta Jackrick,Brett Caan,You were born without bones.
6,Full Meta Jackrick,Brett Caan,There has been nothing outside this fortress.
6,Full Meta Jackrick,Rick,God dammit!
6,Full Meta Jackrick,Brett Caan,The fortress has always been an orange!
6,Full Meta Jackrick,Morty,Great plan Rick.
6,Full Meta Jackrick,Rick,"Yeah, I'm not pushing back on that Morty. I have really fucked us."
6,Full Meta Jackrick,Morty,"Ugh, it hurts."
6,Full Meta Jackrick,Rick,We've been past the fourth wall too long Morty. We won't be real for much longer.
6,Full Meta Jackrick,Morty,You've killed us Rick. You just had to hate meta storytelling.
6,Full Meta Jackrick,Rick,"In my defense Morty, I think you have to agree, my hate was justified."
6,Full Meta Jackrick,Morty,Least earned death ever.
6,Full Meta Jackrick,Joseph Campbell,Death is a threshold.
6,Full Meta Jackrick,Morty,Huh.. what- what happened?
6,Full Meta Jackrick,Joseph Campbell,You were cold.
6,Full Meta Jackrick,Morty,Who- who are you?
6,Full Meta Jackrick,Joseph Campbell,"I'm Joseph Campbell.  Soup? I almost considered not making it, because my name is Campbell, but then I thought, stay in the moment Joe. Follow your bliss."
6,Full Meta Jackrick,Rick,How are you here? Brett Caan said there was nothing.
6,Full Meta Jackrick,Joseph Campbell,Some things never change about mythology. There's always an old man with soup. Name one story that doesn't have one.
6,Full Meta Jackrick,Morty,Uhh Jack in the Beanstalk.
6,Full Meta Jackrick,Rick,Basketball Diaries.
6,Full Meta Jackrick,Morty,Every Matrix.
6,Full Meta Jackrick,Rick,Every movie ever.
6,Full Meta Jackrick,Joseph Campbell,"Alright, I don't have to defend myself here."
6,Full Meta Jackrick,Previous Leon,Where's my soup?
6,Full Meta Jackrick,Rick,Previous fucking Leon. Why is that prick here?
6,Full Meta Jackrick,Joseph Campbell,He's no more a prick than you friend.
6,Full Meta Jackrick,Rick,Meta characters erode reality.
6,Full Meta Jackrick,Joseph Campbell,"But all characters are meta Rick. All of us are nourished and consumed by chaos, like newborns at the breast of a meth addict in a lifeboat filled with forks."
6,Full Meta Jackrick,Morty,I know what you have to do Rick.
6,Full Meta Jackrick,Rick,Scrub Campbell's browser history?
6,Full Meta Jackrick,Morty,Just trust Previous Leon. Can you previously us a way home?
6,Full Meta Jackrick,Previous Leon,I sure enjoy trying.
6,Full Meta Jackrick,Rick,"Yeah, I bet you would."
6,Full Meta Jackrick,Joseph Campbell,"Rick can't change Morty. Change is what you might call his Kryptonite, except instead of being super, he's you know. Kind of a pussy."
6,Full Meta Jackrick,Rick,Let's do it.
6,Full Meta Jackrick,Previous Leon,Previously on Rick.
6,Full Meta Jackrick,Morty,Get him off! Get him off!
6,Full Meta Jackrick,Morty,He almost killed you!
